WORD_ID,VOCAB_WORD,WORD_COUNT
310,regard,467
311,bit,467
312,stop,467
313,purchas,467
314,licens,466
315,signatur,466
316,note,463
317,experi,461
318,polici,461
319,intern,461
320,answer,460
321,exist,458
322,updat,457
323,return,457
324,learn,455
325,past,455
326,famili,454
327,info,450
328,sep,449
329,top,449
330,geek,448
331,ship,447
332,becom,447
333,act,445
334,age,445
335,lead,444
336,instruct,444
337,drive,443
338,small,443
339,suppli,441
340,control,440
341,second,440
342,databas,437
343,member,437
344,low,436
345,thousand,436
346,select,436
347,recent,435
348,incom,431
349,featur,430
350,citi,430
351,etc,428
352,stuff,427
353,minut,425
354,limit,425
355,sever,423
356,industri,423
357,done,423
358,turn,423
359,yet,423
360,folder,422
361,appli,422
362,tool,421
363,continu,420
364,understand,419
365,detail,418
366,c,418
367,guid,417
368,everyth,415
369,noth,415
370,step,413
371,exmh,412
372,notic,411
373,oper,411
374,enough,410
375,claim,409
376,big,409
377,care,408
378,e,408
379,sign,408
380,letter,407
381,univers,407
382,caus,407
383,larg,404
384,key,403
385,three,401
386,hard,400
387,thinkgeek,399
388,other,398
389,connect,397
390,bill,396
391,discuss,394
392,accept,394
393,thu,394
394,record,393
395,term,392
396,specif,390
397,pgp,390
398,via,390
399,offic,390
400,play,390
401,text,389
402,talk,389
403,option,389
404,america,388
405,mayb,387
406,deal,386
407,direct,386
408,immedi,386
409,download,384
410,major,383
411,seen,382
412,hope,381
413,forc,381
414,subscrib,380
415,comment,379
416,thought,378
417,kind,378
418,individu,377
419,decid,376
420,rule,375
421,log,374
422,plu,374
423,lose,374
424,method,372
425,natur,372
426,matter,371
427,risk,369
428,either,369
429,true,369
430,yahoo,368
431,rememb,368
432,assist,367
433,content,366
434,quot,365
435,rather,365
436,present,365
437,mime,364
438,away,364
439,wait,363
440,r,362
441,bank,362
442,fund,361
443,kernel,361
444,hand,360
445,local,360
446,project,358
447,secret,357
448,hundr,356
449,loan,355
450,train,354
451,level,354
452,matthia,354
453,corpor,353
454,consid,352
455,research,351
456,razor,350
457,area,350
458,august,349
459,forward,349
460,book,349
461,addit,348
462,root,344
463,stori,343
464,polit,340
465,machin,340
466,target,339
467,benefit,339
468,bad,339
469,standard,339
470,entir,338
471,war,338
472,quit,338
473,suggest,337
474,appear,336
475,document,336
476,copyright,336
477,presid,335
478,global,335
479,bodi,335
480,author,334
481,bug,333
482,often,332
483,posit,332
484,expect,331
485,mind,330
486,human,330
487,distribut,330
488,center,330
489,juli,329
490,septemb,327
491,grow,325
492,ago,324
493,jul,324
494,hit,322
495,qualiti,322
496,trust,321
497,size,321
498,partner,320
499,easili,319
500,island,318
501,absolut,318
502,whether,317
503,pm,317
504,agent,317
505,love,317
506,activ,316
507,join,316
508,given,315
509,b,315
510,involv,314
511,solut,314
512,collect,314
513,happi,313
514,amount,313
515,associ,312
516,fast,312
517,domain,311
518,charg,311
519,promot,310
520,man,310
521,whole,309
522,dvd,308
523,earn,307
524,sort,307
525,far,307
526,parti,306
527,fork,306
528,later,306
529,feder,305
530,hi,305
531,submit,304
532,upon,302
533,mortgag,302
534,meet,301
535,potenti,301
536,wed,301
537,refer,300
538,wrong,300
539,enter,299
540,nice,299
541,load,298
542,tm,298
543,wonder,296
544,almost,296
545,singl,296
546,social,296
547,publish,296
548,econom,296
549,john,296
550,discov,295
551,red,295
552,reach,294
553,everyon,293
554,close,292
555,transact,292
556,view,291
557,fail,290
558,execut,289
559,pass,289
560,sound,286
561,privat,284
562,depend,284
563,profit,283
564,perform,283
565,women,283
566,attack,282
567,broadcast,282
568,newslett,279
569,automat,278
570,relat,278
571,paid,278
572,statement,277
573,contract,277
574,effort,277
575,media,276
576,mark,276
577,delet,276
578,foreign,275
579,begin,274
580,compil,273
581,sequenc,272
582,final,272
583,regist,271
584,miss,271
585,spamassassin,270
586,bush,270
587,figur,268
588,x,268
589,cell,268
590,stock,267
591,command,267
592,handl,267
593,header,266
594,action,265
595,locat,265
596,similar,265
597,tuesday,264
598,pick,264
599,display,264
600,game,264
601,transfer,263
602,templ,263
603,disk,262
604,wo,262
605,hat,262
606,produc,261
607,chri,261
608,digit,261
609,soon,260
610,event,260
611,known,259
612,track,257
613,articl,256
614,print,256
615,longer,255
616,tax,254
617,properti,253
618,function,253
619,pretti,252
620,mention,252
621,toner,251
622,men,250
623,default,250
624,store,250
625,dear,250
626,commiss,250
627,debt,249
628,pc,249
629,hous,248
630,oblig,248
631,respect,247
632,upgrad,247
633,microsoft,247
634,sun,247
635,organ,246
636,due,246
637,script,246
638,imag,245
639,enenkio,245
640,bulk,245
641,weight,244
642,administr,244
643,payment,244
644,daili,243
645,health,243
646,along,243
647,freedom,243
648,net,242
649,practic,242
650,bonu,242
651,worth,241
652,billion,241
653,cartridg,241
654,capit,241
655,propos,241
656,usa,241
657,offici,241
658,came,240
659,strategi,240
660,resourc,240
661,languag,240
662,late,239
663,leav,239
664,half,239
665,anyway,239
666,platform,238
667,exactli,238
668,concern,238
669,remain,237
670,clear,237
671,street,237
672,devic,236
673,assum,236
674,html,236
675,car,235
676,lost,235
677,review,234
678,la,234
679,ok,234
680,tire,234
681,ignor,233
682,head,232
683,tue,232
684,interact,232
685,respond,231
686,hear,231
687,went,231
688,tablet,230
689,deliv,230
690,taken,230
691,independ,229
692,perhap,228
693,clean,228
694,bring,228
695,configur,227
696,compar,227
697,qualifi,226
698,averag,226
699,watch,225
700,fine,225
701,press,225
702,space,225
703,invok,224
704,recommend,223
705,retail,223
706,school,223
707,short,223
708,expens,223
709,n,222
710,fee,222
711,fall,221
712,host,221
713,memori,221
714,membership,221
715,field,221
716,enabl,221
717,consult,220
718,huge,220
719,guess,220
720,xml,219
721,usual,219
722,edit,219
723,extrem,219
724,suit,219
725,choos,218
726,advantag,217
727,except,217
728,common,217
729,agre,217
730,warn,217
731,port,216
732,en,216
733,normal,215
734,materi,215
735,region,215
736,educ,214
737,abil,214
738,side,214
739,announc,213
740,basic,213
741,fri,213
742,told,212
743,cheer,212
744,dream,212
745,item,212
746,drop,212
747,although,212
748,five,212
749,paper,212
750,guy,212
751,le,212
752,hold,211
753,spend,211
754,confidenti,211
755,main,211
756,vulner,211
757,readi,211
758,growth,211
759,replac,210
760,model,210
761,win,210
762,electron,210
763,left,209
764,face,209
765,studi,208
766,interfac,208
767,unseen,208
768,mon,207
769,altern,207
770,loss,207
771,reserv,207
772,safe,206
773,kingdom,206
774,intend,206
775,accord,206
776,choic,205
777,approv,204
778,implement,203
779,id,202
780,multipl,202
781,histori,202
782,oz,202
783,rest,202
784,commerci,201
785,situat,201
786,extra,200
787,moment,200
788,investig,198
789,togeth,198
790,employ,198
791,combin,198
792,quick,198
793,insid,198
794,section,198
795,chanc,198
796,purpos,197
797,initi,197
798,coupl,197
799,pictur,197
800,advanc,196
801,confirm,196
802,msg,196
803,goe,196
804,util,195
805,unless,195
806,avoid,195
807,j,195
808,across,195
809,court,195
810,break,195
811,monday,195
812,particular,194
813,burn,194
814,object,194
815,fals,194
816,energi,193
817,express,192
818,score,192
819,india,191
820,male,191
821,societi,191
822,video,191
823,et,191
824,took,190
825,indic,190
826,owner,190
827,count,189
828,p,189
829,sens,189
830,filter,188
831,correct,188
832,directli,188
833,agenc,188
834,speed,188
835,die,187
836,four,187
837,anywher,187
838,procedur,187
839,variou,187
840,profil,187
841,seek,186
842,ventur,186
843,uniqu,186
844,black,186
845,match,186
846,gpl,186
847,period,186
848,especi,186
849,kevin,185
850,consum,185
851,sex,185
852,piec,185
853,investor,184
854,certain,184
855,behalf,184
856,spammer,184
857,whatev,184
858,setup,183
859,class,183
860,adam,183
861,color,183
862,explain,183
863,knowledg,183
864,popul,183
865,oh,182
866,cut,182
867,tip,182
868,latest,182
869,remot,182
870,gain,182
871,unison,181
872,atol,181
873,dagga,181
874,militari,181
875,block,180
876,ftp,180
877,south,179
878,marshal,179
879,gari,179
880,googl,179
881,lawrenc,179
882,unix,179
883,patch,178
884,tv,178
885,switch,177
886,valuabl,177
887,smoke,177
888,establish,177
889,team,177
890,shop,177
891,ragga,176
892,java,176
893,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,176
894,imagin,176
895,prevent,175
896,integr,175
897,robert,174
898,attempt,173
899,boot,173
900,third,173
901,prepar,173
902,particip,172
903,will,172
904,privaci,172
905,folk,172
906,heard,171
907,necessari,171
908,hardwar,171
909,sorri,171
910,manual,171
911,congress,170
912,saou,170
913,reduc,170
914,screen,170
915,bottl,170
916,tag,170
917,sometim,170
918,york,170
919,sa,169
920,fastest,169
921,night,169
922,china,169
923,certainli,169
924,suppos,168
925,depart,168
926,cover,168
927,valid,168
928,enjoy,168
929,stand,168
930,backup,168
931,alb,167
932,seriou,167
933,mass,167
934,path,167
935,regul,167
936,driver,167
937,obtain,167
938,goal,167
939,botan,166
940,amaz,166
941,competit,166
942,capabl,166
943,lower,166
944,speak,165
945,h,165
946,fulli,165
947,promis,165
948,land,165
949,poor,164
950,medic,164
951,introduc,163
952,scienc,163
953,lowest,163
954,apolog,163
955,extend,163
956,deathtospamdeathtospamdeathtospam,163
957,traffic,163
958,defin,162
959,movi,162
960,describ,162
961,troubl,161
962,paul,161
963,titl,161
964,film,160
965,exchang,160
966,cv,160
967,neg,160
968,easier,159
969,osdn,158
970,decis,158
971,f,158
972,os,158
973,rang,158
974,sender,158
975,wireless,158
976,technic,157
977,approach,157
978,death,157
979,predict,156
980,six,156
981,earli,156
982,murphi,156
983,quickli,155
984,fortun,155
985,redhat,155
986,white,155
987,commit,155
988,written,155
989,fat,155
990,beberg,155
991,worri,154
992,im,154
993,sold,154
994,telephon,154
995,king,154
996,kill,154
997,music,153
998,judgment,153
999,firm,153
1000,seventh,153
1001,uk,153
1002,mobil,153
1003,ham,153
1004,apt,153
1005,michael,153
1006,north,152
1007,desir,152
1008,opinion,152
1009,economi,152
1010,father,152
1011,ensur,152
1012,premium,152
1013,attach,152
1014,definit,151
1015,player,151
1016,faster,151
1017,adult,150
1018,achiev,150
1019,appar,150
1020,archiv,150
1021,argument,150
1022,button,150
1023,librari,150
1024,bar,149
1025,separ,149
1026,enterpris,149
1027,travel,149
1028,techniqu,149
1029,demand,148
1030,cooper,148
1031,threat,148
1032,deserv,147
1033,board,147
1034,browser,146
1035,modul,145
1036,hello,145
1037,anim,145
1038,outsid,145
1039,condit,145
1040,dave,144
1041,stay,144
1042,estat,144
1043,david,144
1044,wide,144
1045,elimin,144
1046,terrorist,144
1047,enhanc,144
1048,attent,144
1049,drug,143
1050,determin,143
1051,repres,143
1052,wall,143
1053,pain,143
1054,cabl,143
1055,children,143
1056,expert,143
1057,virtual,143
1058,sincer,142
1059,kid,142
1060,modifi,142
1061,held,142
1062,environ,142
1063,washington,142
1064,declar,142
1065,monthli,142
1066,gnupg,142
1067,signific,141
1068,permiss,141
1069,danger,141
1070,fun,141
1071,w,140
1072,relev,140
1073,confid,140
1074,g,140
1075,l,140
1076,iii,140
1077,canada,139
1078,cat,139
1079,rich,139
1080,programm,139
1081,sum,139
1082,diet,139
1083,air,139
1084,cc,138
1085,exclus,138
1086,none,138
1087,equip,138
1088,proven,137
1089,popular,137
1090,forev,137
1091,excel,136
1092,justin,136
1093,bitbitch,136
1094,bottom,136
1095,central,135
1096,paragraph,135
1097,usd,135
1098,expand,135
1099,string,134
1100,factor,134
1101,sexual,134
1102,centuri,134
1103,friday,134
1104,skip,134
1105,relationship,133
1106,anybodi,133
1107,identifi,133
1108,challeng,133
1109,monitor,133
1110,near,133
1111,behind,132
1112,director,132
1113,terror,132
1114,toward,132
1115,excit,132
1116,appreci,132
1117,asset,132
1118,perfect,131
1119,girl,131
1120,confer,131
1121,exercis,131
1122,unsolicit,130
1123,progress,130
1124,whose,130
1125,defens,130
1126,rais,130
1127,rh,130
1128,among,130
1129,discoveri,130
1130,citizen,130
1131,fit,129
1132,hettinga,129
1133,difficult,129
1134,west,129
1135,sampl,129
1136,thread,129
1137,road,129
1138,rel,129
1139,photo,128
1140,spain,128
1141,lender,128
1142,entri,128
1143,illeg,128
1144,partit,128
1145,intellig,128
1146,colleg,128
1147,seri,127
1148,earth,127
1149,strong,127
1150,william,127
1151,octob,127
1152,confus,127
1153,reader,127
1154,serv,127
1155,tie,127
1156,chief,127
1157,acquir,127
1158,solv,127
1159,stupid,126
1160,smart,126
1161,largest,126
1162,refin,126
1163,tree,126
1164,verifi,126
1165,fair,126
1166,measur,126
1167,instant,126
1168,european,126
1169,french,125
1170,extract,125
1171,san,125
1172,mode,125
1173,equival,124
1174,regular,124
1175,built,124
1176,peac,124
1177,sweet,124
1178,mac,123
1179,reliabl,123
1180,oct,123
1181,slow,123
1182,lock,123
1183,laptop,123
1184,conveni,123
1185,resid,123
1186,procmail,123
1187,dead,122
1188,inlin,122
1189,datapow,122
1190,categori,122
1191,suse,122
1192,tradit,122
1193,brian,122
1194,graphic,121
1195,front,121
1196,africa,121
1197,tim,121
1198,warranti,121
1199,europ,120
1200,cach,120
1201,ident,120
1202,leader,120
1203,voic,120
1204,deliveri,120
1205,ten,119
1206,emerg,119
1207,realiz,119
1208,annuiti,119
1209,useless,119
1210,evid,119
1211,capillari,119
1212,femal,119
1213,pattern,119
1214,statu,118
1215,campaign,118
1216,occur,118
1217,gnu,118
1218,fire,118
1219,art,118
1220,compat,118
1221,desktop,118
1222,gift,117
1223,therefor,117
1224,cultur,117
1225,abus,117
1226,young,117
1227,physic,116
1228,herba,116
1229,concept,116
1230,satellit,116
1231,previous,116
1232,revenu,116
1233,institut,116
1234,higher,116
1235,june,115
1236,inde,115
1237,convers,115
1238,deposit,115
1239,aid,115
1240,launch,115
1241,walk,115
1242,thursday,115
1243,brand,115
1244,concentr,114
1245,otherwis,114
1246,doubt,114
1247,nigeria,114
1248,roll,114
1249,ms,114
1250,degre,114
1251,contribut,114
1252,classifi,113
1253,forget,113
1254,yeah,113
1255,honor,113
1256,repositori,113
1257,former,113
1258,arriv,113
1259,pacif,113
1260,echo,113
1261,carri,113
1262,weapon,113
1263,unlimit,113
1264,indian,113
1265,background,113
1266,wife,113
1267,compet,113
1268,recipi,112
1269,listen,112
1270,token,112
1271,affili,112
1272,conflict,112
1273,fight,112
1274,critic,112
1275,percent,111
1276,isp,111
1277,sat,111
1278,powel,111
1279,storag,111
1280,app,111
1281,unfortun,111
1282,tech,111
1283,password,111
1284,discount,111
1285,extens,111
1286,surpris,111
1287,civil,110
1288,hot,110
1289,hermio,110
1290,basi,110
1291,assur,110
1292,sleep,110
1293,water,110
1294,detect,110
1295,jabber,110
1296,effici,110
1297,sit,110
1298,succeed,110
1299,alsa,109
1300,intro,109
1301,garrigu,109
1302,kept,109
1303,substanti,109
1304,output,109
1305,panel,109
1306,printer,109
1307,catch,108
1308,attract,108
1309,tabl,108
1310,menu,108
1311,proprietari,108
1312,jm,108
1313,inc,108
1314,enemi,108
1315,light,108
1316,pull,108
1317,scan,108
1318,mine,108
1319,descript,108
1320,ip,108
1321,worldwid,108
1322,revers,107
1323,wednesday,107
1324,joe,107
1325,truth,107
1326,advic,107
1327,disabl,107
1328,god,107
1329,nobodi,107
1330,v,107
1331,index,107
1332,pudg,107
1333,saw,107
1334,analysi,106
1335,vendor,106
1336,manufactur,106
1337,patent,106
1338,euro,106
1339,agreement,106
1340,structur,106
1341,seven,106
1342,gone,106
1343,balanc,105
1344,k,105
1345,morn,105
1346,alon,105
1347,specifi,105
1348,franc,105
1349,teach,105
1350,room,105
1351,jame,105
1352,vote,105
1353,decad,105
1354,lack,105
1355,cool,105
1356,awar,104
1357,wast,104
1358,editor,104
1359,gold,104
1360,boston,104
1361,charact,104
1362,california,104
1363,whitelist,104
1364,obvious,104
1365,zip,103
1366,construct,103
1367,polic,103
1368,treat,103
1369,innov,103
1370,trick,102
1371,theori,102
1372,career,102
1373,highli,102
1374,u,102
1375,temperatur,102
1376,clue,102
1377,tom,102
1378,financ,102
1379,insert,102
1380,journal,102
1381,ga,102
1382,incred,101
1383,middl,101
1384,ultim,101
1385,flag,101
1386,son,101
1387,afford,101
1388,int,101
1389,touch,101
1390,spec,101
1391,gcc,101
1392,impress,101
1393,greater,101
1394,encourag,101
1395,constitut,101
1396,anymor,100
1397,correspond,100
1398,attorney,100
1399,usag,100
1400,brain,100
1401,cent,100
1402,peni,100
1403,ebay,100
1404,annual,99
1405,master,99
1406,input,99
1407,summari,99
1408,hp,99
1409,jim,99
1410,mechan,99
1411,wake,99
1412,dan,99
1413,larger,99
1414,greg,99
1415,boy,99
1416,mother,99
1417,previou,99
1418,blank,99
1419,trial,99
1420,blood,99
1421,mike,98
1422,urgent,98
1423,stream,98
1424,cbyi,98
1425,democrat,98
1426,hate,98
1427,el,98
1428,suffer,98
1429,focu,97
1430,perman,97
1431,pound,97
1432,cheap,97
1433,advis,97
1434,php,96
1435,underwrit,96
1436,judg,96
1437,particularli,96
1438,flow,96
1439,suspect,96
1440,skeptic,96
1441,mostli,96
1442,varieti,96
1443,star,96
1444,speech,96
1445,smtp,96
1446,dynam,95
1447,vacat,95
1448,obviou,95
1449,percentag,95
1450,delay,95
1451,wealth,95
1452,mistak,95
1453,instanc,95
1454,behavior,95
1455,eye,94
1456,super,94
1457,dark,94
1458,binari,94
1459,earlier,94
1460,comfort,94
1461,keyboard,94
1462,warm,94
1463,republ,94
1464,toni,94
1465,destruct,94
1466,arm,93
1467,rock,93
1468,ban,93
1469,termin,93
1470,rick,93
1471,woman,93
1472,laserjet,93
1473,telecom,93
1474,firewal,93
1475,ireland,93
1476,mailer,93
1477,reveal,93
1478,channel,93
1479,affect,93
1480,se,92
1481,motiv,92
1482,english,92
1483,steve,92
1484,essenti,92
1485,consolid,92
1486,tend,92
1487,heart,92
1488,rss,92
1489,char,92
1490,knew,92
1491,recogn,91
1492,vipul,91
1493,floppi,91
1494,domest,91
1495,btw,91
1496,alli,91
1497,consist,91
1498,prospect,91
1499,principl,91
1500,skill,91
1501,wing,90
1502,prompt,90
1503,lawyer,90
1504,estim,90
1505,style,90
1506,pack,90
1507,highlight,90
1508,core,90
1509,beta,90
1510,opt,89
1511,defend,89
1512,nearli,89
1513,pipe,89
1514,magazin,89
1515,dell,89
1516,somewher,89
1517,invit,89
1518,bonus,89
1519,unlik,89
1520,lifetim,89
1521,eventu,89
1522,gnome,89
1523,staff,88
1524,role,88
1525,fl,88
1526,comprehens,88
1527,vehicl,88
1528,beat,88
1529,ftoc,88
1530,planta,88
1531,sensit,88
1532,task,88
1533,pocket,87
1534,modern,87
1535,eat,87
1536,babi,87
1537,hair,87
1538,roman,87
1539,biggest,87
1540,python,87
1541,modem,87
1542,map,87
1543,clearli,87
1544,dn,87
1545,despit,87
1546,audio,87
1547,teledynam,87
1548,food,87
1549,march,87
1550,ground,87
1551,histor,87
1552,restor,87
1553,favor,86
1554,strength,86
1555,bind,86
1556,impact,86
1557,complianc,86
1558,strongli,86
1559,convert,86
1560,fresh,86
1561,picasso,86
1562,eval,86
1563,commentari,86
1564,revis,86
1565,suck,86
1566,peter,85
1567,mlm,85
1568,exploit,85
1569,coverag,85
1570,conserv,85
1571,interview,85
1572,minimum,85
1573,dragon,85
1574,senior,85
1575,met,85
1576,shown,85
1577,british,85
1578,config,85
1579,permit,84
1580,gave,84
1581,dont,84
1582,truli,84
1583,beyond,84
1584,mile,84
1585,spot,84
1586,doctor,84
1587,stabl,84
1588,equal,84
1589,liber,84
1590,instantli,84
1591,everybodi,84
1592,protocol,84
1593,failur,84
1594,employe,84
1595,font,84
1596,texa,84
1597,mailbox,84
1598,tx,83
1599,auto,83
1600,brought,83
1601,optim,83
1602,typic,83
1603,consider,83
1604,signal,83
1605,q,83
1606,reli,83
1607,visa,83
1608,synchron,83
1609,tape,83
1610,led,82
1611,startup,82
1612,dial,82
1613,geeg,82
1614,distanc,82
1615,revok,82
1616,worst,82
1617,crash,82
1618,expir,82
1619,variabl,82
1620,translat,82
1621,proper,82
1622,calcul,82
1623,draw,82
1624,chines,82
1625,exact,82
1626,al,82
1627,showcas,82
1628,stylu,81
1629,hidden,81
1630,evil,81
1631,spent,81
1632,yesterday,81
1633,finish,81
1634,neighbor,81
1635,prove,81
1636,broker,81
1637,annoy,81
1638,extern,81
1639,imposs,81
1640,favorit,81
1641,plant,81
1642,crimin,81
1643,boss,81
1644,sir,80
1645,sole,80
1646,acknowledg,80
1647,repair,80
1648,pop,80
1649,feet,80
1650,artist,80
1651,strang,80
1652,netscap,80
1653,ran,80
1654,retriev,80
1655,rare,80
1656,bigger,80
1657,z,80
1658,bearer,80
1659,foundat,80
1660,beauti,79
1661,serious,79
1662,hack,79
1663,portion,79
1664,autom,79
1665,scientist,79
1666,evalu,79
1667,properli,79
1668,england,79
1669,somebodi,79
1670,hotel,79
1671,planet,79
1672,equiti,79
1673,rob,79
1674,hell,79
1675,guidelin,79
1676,safeti,79
1677,edward,79
1678,sport,79
1679,poverti,79
1680,rebuild,79
1681,climat,78
1682,antiqu,78
1683,gentl,78
1684,hire,78
1685,sunday,78
1686,spread,78
1687,restrict,78
1688,minor,78
1689,explor,78
1690,lie,78
1691,chicago,78
1692,summer,78
1693,push,78
1694,prescript,78
1695,station,78
1696,iiu,78
1697,scheme,78
1698,correctli,78
1699,jump,78
1700,ii,78
1701,bell,78
1702,strip,78
1703,primari,77
1704,epson,77
1705,diseas,77
1706,currenc,77
1707,lo,77
1708,student,77
1709,fundament,77
1710,vou,77
1711,threaten,77
1712,recruit,77
1713,para,77
1714,radio,77
1715,mount,77
1716,shape,77
1717,becam,77
1718,entertain,77
1719,headlin,77
1720,herb,76
1721,seed,76
1722,architectur,76
1723,husband,76
1724,craig,76
1725,proxi,76
1726,hang,76
1727,mainten,76
1728,recal,76
1729,damag,76
1730,merchant,76
1731,protest,76
1732,laser,76
1733,resum,76
1734,happier,76
1735,spamd,76
1736,doubl,75
1737,muscl,75
1738,vast,75
1739,van,75
1740,exit,75
1741,feroc,75
1742,remedi,75
1743,corpu,75
1744,plug,75
1745,buyer,75
1746,prioriti,75
1747,settlement,75
1748,sendmail,75
1749,viagra,75
1750,stick,75
1751,disclaim,75
1752,ssh,74
1753,luck,74
1754,laugh,74
1755,fantasi,74
1756,somehow,74
1757,moor,74
1758,georg,74
1759,prior,74
1760,disappear,74
1761,wors,74
1762,ticket,74
1763,feedback,74
1764,green,74
1765,reg,74
1766,camera,74
1767,western,74
1768,dozen,74
1769,creativ,74
1770,hall,74
1771,angl,74
1772,faith,74
1773,norton,73
1774,batteri,73
1775,symbol,73
1776,child,73
1777,kathmandu,73
1778,anonym,73
1779,tel,73
1780,supplement,73
1781,aspect,73
1782,bother,73
1783,oil,73
1784,pour,73
1785,feed,73
1786,hormon,73
1787,realiti,73
1788,reject,73
1789,broken,73
1790,usb,73
1791,seminar,73
1792,democraci,72
1793,authent,72
1794,committe,72
1795,perfectli,72
1796,eugen,72
1797,acceler,72
1798,substanc,72
1799,entrepreneur,72
1800,appeal,72
1801,allianc,72
1802,parent,72
1803,doc,72
1804,arrang,72
1805,shall,72
1806,shot,72
1807,encrypt,72
1808,convent,72
1809,argu,72
1810,mozilla,71
1811,park,71
1812,phrase,71
1813,observ,71
1814,convinc,71
1815,serial,71
1816,electr,71
1817,sponsorship,71
1818,random,71
1819,statist,71
1820,à,71
1821,slightli,71
1822,legitim,71
1823,funni,71
1824,neither,71
1825,meant,70
1826,refund,70
